brand,model_original,model_primeira_palavra
Renault,SANDERO TechRun Hi-Flex,SANDERO
Renault,SANDERO vibe Flex,SANDERO
Renault,SANDERO vibe Hi-Flex,SANDERO
Renault,SANDERO Zen Flex,SANDERO
Renault,Scénic Alizé/ Expression,Scénic
Renault,Scénic Expression,Scénic
Renault,Scénic Grand Dynamique,Scénic
Renault,Scénic Hi-Flex/Express. Hi-Flex,Scénic
Renault,Scénic Privillège,Scénic
Renault,Scénic Privilège Hi-Flex,Scénic
Renault,Scénic RT,Scénic
Renault,Scénic RT/Auth/Auth/Kids Hi-Flex,Scénic
Renault,Scénic RXE,Scénic
Renault,Scénic RXE Egeus,Scénic
Renault,Scénic RXE/ Privilège,Scénic
Renault,Scénic SPORTWAY Hi-Flex,Scénic
Renault,STEPWAY Iconic Flex,STEPWAY
Renault,STEPWAY Intense Flex,STEPWAY
Renault,STEPWAY Zen Flex,STEPWAY
Renault,SYMBOL CONNECTION Hi-Flex,SYMBOL
Renault,SYMBOL Expression Hi-Flex,SYMBOL
Renault,SYMBOL Privilège Hi-Flex,SYMBOL
Renault,Trafic Furgão,Trafic
Renault,Trafic Furgão Chassi Curto,Trafic
Renault,Trafic Furgão Chassi Longo,Trafic
Renault,Trafic Van,Trafic
Renault,Twingo,Twingo
Renault,Twingo Easy,Twingo
Renault,Twingo Initiale,Twingo
Renault,Twingo Pack,Twingo
Renault,ZOE Intense (Elétrico),ZOE
Renault,ZOE Life,ZOE
Renault,ZOE Ultimate,ZOE
Renault,ZOE Zen (Elétrico),ZOE
Rolls-Royce,Cullinan,Cullinan
Rolls-Royce,Cullinan Black Badge,Cullinan
Rolls-Royce,Dawn,Dawn
Rolls-Royce,Ghost,Ghost
Rolls-Royce,Ghost ll,Ghost
Rolls-Royce,Phantom,Phantom
Rolls-Royce,Wraith,Wraith
Rover,Mini Cooper,Mini
Seat,Cordoba,Cordoba
Seat,Cordoba SXE,Cordoba
Seat,Cordoba Vario,Cordoba
Seat,Ibiza,Ibiza
Seat,Ibiza SXE/GLX,Ibiza
Seat,Inca,Inca
SSANGYONG,ACTYON,ACTYON
SSANGYONG,ACTYON SP DLX,ACTYON
SSANGYONG,ACTYON SPORTS,ACTYON
SSANGYONG,Chairman,Chairman
SSANGYONG,Istana,Istana
SSANGYONG,Korando,Korando
SSANGYONG,Korando Canvas,Korando
SSANGYONG,Korando DLX,Korando
SSANGYONG,Korando GL,Korando
SSANGYONG,Korando GLX,Korando
SSANGYONG,Kyron,Kyron
SSANGYONG,Musso DX,Musso
SSANGYONG,Musso GL,Musso
SSANGYONG,Musso GLS,Musso
SSANGYONG,Musso GLX,Musso
SSANGYONG,Musso Pick-Up GLX,Musso
SSANGYONG,Musso Pick-Up LX,Musso
SSANGYONG,Musso SX,Musso
SSANGYONG,Rexton II,Rexton
SSANGYONG,Rexton RX,Rexton
SSANGYONG,Rexton W,Rexton
SSANGYONG,TIVOLI,TIVOLI
SSANGYONG,TIVOLI DLX,TIVOLI
SSANGYONG,XLV,XLV
SSANGYONG,XLV DLX,XLV
Subaru,Forester,Forester
Subaru,Forester XT,Forester
Subaru,Forester XT S-EDITION,Forester
Subaru,Impreza,Impreza
Subaru,Impreza GL,Impreza
Subaru,Impreza GT,Impreza
Subaru,Impreza SD,Impreza
Subaru,Impreza SD GX,Impreza
Subaru,Impreza SD RX,Impreza
Subaru,Impreza SD WRX,Impreza
Subaru,Impreza SD WRX STI,Impreza
Subaru,Impreza SW GL,Impreza
Subaru,Impreza SW GT,Impreza
Subaru,Impreza SW GX,Impreza
Subaru,Impreza SW WRX,Impreza
Subaru,Impreza WRX,Impreza
Subaru,Impreza WRX STI,Impreza
Subaru,Impreza XV,Impreza
Subaru,Legacy,Legacy
Subaru,Legacy GL,Legacy
Subaru,Legacy GL TW,Legacy
Subaru,Legacy GL/ GLS,Legacy
Subaru,Legacy GT,Legacy
Subaru,Legacy GX,Legacy
Subaru,Legacy GX TW,Legacy
Subaru,Legacy SW,Legacy
Subaru,Outback,Outback
Subaru,SVX Cupê,SVX
Subaru,TRIBECA,TRIBECA
Subaru,Vivio SD GLI,Vivio
Subaru,XV,XV
Suzuki,Baleno,Baleno
Suzuki,Baleno Wagon,Baleno
Suzuki,Grand Vitara,Grand
Suzuki,Grand Vitara L.EDI.,Grand
Suzuki,Grand Vitara S. EDITI.,Grand
Suzuki,Grand Vitara Sport,Grand
Suzuki,Grand Vitara XL_7,Grand
Suzuki,Ignis,Ignis
Suzuki,Ignis WRS,Ignis
Suzuki,Jimny,Jimny
Suzuki,Jimny CANVAS,Jimny
Suzuki,Jimny Sierra,Jimny
Suzuki,Jimny Wide/ Jimny/4ALL,Jimny
Suzuki,S-CROSS,S-CROSS
Suzuki,Samurai JX Canvas,Samurai
Suzuki,Samurai JX Metal,Samurai
Suzuki,Sidekick Canvas,Sidekick
Suzuki,Sidekick Metal,Sidekick
Suzuki,Super Carry Van/ Furgão,Super
Suzuki,Swift GL,Swift
Suzuki,Swift GTi,Swift
Suzuki,Swift GTI Convers.,Swift
Suzuki,Swift Hatch,Swift
Suzuki,Swift Hatch/ Sedan,Swift
Suzuki,Swift Sedan,Swift
Suzuki,Swift Sport,Swift
Suzuki,Swift Sport R,Swift
Suzuki,SX4,SX4
Suzuki,SX4 S-CROSS ALLGRIP GLS,SX4
Suzuki,SX4 S-CROSS ALLGRIP GLX,SX4
Suzuki,SX4 S-CROSS GL,SX4
Suzuki,SX4 S-CROSS GLX,SX4
Suzuki,Vitara,Vitara
Suzuki,Vitara JLX,Vitara
Suzuki,Vitara JLX Canvas,Vitara
Suzuki,Vitara JLX Metal,Vitara
Suzuki,Wagon R+,Wagon
Toyota,Avalon XLS,Avalon
Toyota,Band. Jipe,Band.
Toyota,Band.Jipe Cap.de Aço Chas. Curto Diesel,Band.Jipe
Toyota,Band.Jipe Cap.de Aço Chas. Longo Diesel,Band.Jipe
Toyota,Band.Jipe Capota de Lona Diesel,Band.Jipe
Toyota,Band.Picape CD,Band.Picape
Toyota,Band.Picape Chassi Curto Diesel,Band.Picape
Toyota,Band.Picape Chassi Longo Diesel,Band.Picape
Toyota,Camry LE,Camry
Toyota,Camry SW LE,Camry
Toyota,Camry SW XLE,Camry
Toyota,Camry XLE,Camry
Toyota,Celica GT,Celica
Toyota,Celica ST,Celica
Toyota,Corolla Altis,Corolla
Toyota,Corolla Altis Prem.,Corolla
Toyota,Corolla ALTIS/A.Premiu.,Corolla
Toyota,Corolla Cross GR-S,Corolla
Toyota,Corolla Cross SE,Corolla
Toyota,Corolla Cross XR,Corolla
Toyota,Corolla Cross XRE,Corolla
Toyota,Corolla Cross XRV,Corolla
Toyota,Corolla Cross XRX,Corolla
Toyota,Corolla DX/ SW DX,Corolla
Toyota,Corolla Dynamic,Corolla
Toyota,Corolla Fielder SW,Corolla
Toyota,Corolla Fielder SW S,Corolla
Toyota,Corolla Fielder SW SE-G,Corolla
Toyota,Corolla GLi,Corolla
Toyota,Corolla GLi Upper,Corolla
Toyota,Corolla GLi Upper Black P.,Corolla
Toyota,Corolla GR Circuit,Corolla
Toyota,Corolla GR Core,Corolla
Toyota,Corolla GR-Sport,Corolla
Toyota,Corolla LE,Corolla
Toyota,Corolla S,Corolla
Toyota,Corolla SE-G,Corolla
Toyota,Corolla SW LE,Corolla
Toyota,Corolla WG,Corolla
Toyota,Corolla XEi,Corolla
Toyota,Corolla XLi,Corolla
Toyota,Corolla XRS,Corolla
Toyota,Corona Aut.,Corona
Toyota,Corona GLi Mec,Corona
Toyota,Corona Mec.,Corona
Toyota,ETIOS,ETIOS
Toyota,ETIOS CROSS,ETIOS
Toyota,ETIOS PLATINUM,ETIOS
Toyota,ETIOS PLATINUM Sed.,ETIOS
Toyota,ETIOS READY!,ETIOS
Toyota,ETIOS X,ETIOS
Toyota,ETIOS X Plus,ETIOS
Toyota,ETIOS X Plus Sedan,ETIOS
Toyota,ETIOS X Sedan,ETIOS
Toyota,ETIOS XLS,ETIOS
Toyota,ETIOS XLS Sedan,ETIOS
Toyota,ETIOS XS,ETIOS
Toyota,ETIOS XS Sedan,ETIOS
Toyota,ETIOS XS Sedan1.5 Flex,ETIOS
Toyota,Hiace Furgão DX,Hiace
Toyota,Hiace Minibus DX,Hiace
Toyota,Hilux,Hilux
Toyota,Hilux CD,Hilux
Toyota,Hilux CD Conquest,Hilux
Toyota,Hilux CD D4-D,Hilux
Toyota,Hilux CD DLX,Hilux
Toyota,Hilux CD DX,Hilux
Toyota,Hilux CD GR-S,Hilux
Toyota,Hilux CD Limited,Hilux
Toyota,Hilux CD SR,Hilux
Toyota,Hilux CD SR CHALL.,Hilux
Toyota,Hilux CD SR D4-D,Hilux
Toyota,Hilux CD SR5,Hilux
Toyota,Hilux CD SRV,Hilux
Toyota,Hilux CD SRV D4-D,Hilux
Toyota,Hilux CD SRX,Hilux
Toyota,Hilux CD SRX Limited,Hilux
Toyota,Hilux CD SRX Plus,Hilux
Toyota,Hilux Chassi,Hilux
Toyota,Hilux Chassi D4-D,Hilux
Toyota,Hilux CS,Hilux
Toyota,Hilux CS D4-D,Hilux
Toyota,Hilux CS DLX,Hilux
Toyota,Hilux CS DX,Hilux
Toyota,Hilux CS SR5,Hilux
Toyota,Hilux CS SRV,Hilux
Toyota,Hilux SW4,Hilux
Toyota,Hilux SW4 Diamond,Hilux
Toyota,Hilux SW4 GRS,Hilux
Toyota,Hilux SW4 SR,Hilux
Toyota,Hilux SW4 SR D4-D,Hilux
Toyota,Hilux SW4 SRV,Hilux
Toyota,Hilux SW4 SRV D4-D,Hilux
Toyota,Hilux SW4 SRX,Hilux
Toyota,Hilux SW4 SRX Diamo.,Hilux
Toyota,Hilux SW4 SRX Plat.,Hilux
Toyota,Land Cruiser,Land
Toyota,Land Cruiser Prado,Land
Toyota,MR-2 Turbo,MR-2
Toyota,Paseo,Paseo
Toyota,Previa LE,Previa
Toyota,Previa LX,Previa
Toyota,PRIUS,PRIUS
Toyota,RAV4,RAV4
Toyota,Supra,Supra
Toyota,T-100,T-100
Toyota,YARIS Cross XRE,YARIS
Toyota,YARIS Cross XRX,YARIS
Toyota,YARIS S,YARIS
Toyota,YARIS X-WAY,YARIS
Toyota,YARIS X-WAY Connect,YARIS
Toyota,YARIS XL,YARIS
Toyota,YARIS XL Live,YARIS
Toyota,YARIS XL Live Sedan,YARIS
Toyota,YARIS XL Plus Con.,YARIS
Toyota,YARIS XL Plus Con. Sed.,YARIS
Toyota,YARIS XL Plus T. Sed.,YARIS
Toyota,YARIS XL Plus Tech,YARIS
Toyota,YARIS XL Sedan,YARIS
Toyota,YARIS XLS,YARIS
Toyota,YARIS XLS Connect,YARIS
Toyota,YARIS XLS Connect Sed.,YARIS
Toyota,YARIS XLS Sedan,YARIS
Toyota,YARIS XS,YARIS
Toyota,YARIS XS Connect,YARIS
Toyota,YARIS XS Connect Sedan,YARIS
Toyota,YARIS XS Sedan,YARIS
Troller,PANTANAL,PANTANAL
Troller,RF Esport,RF
Troller,RF Esport T-4,RF
Troller,T-4,T-4
Troller,T-4 BOLD,T-4
Troller,T-4 Connect,T-4
Troller,T-4 DESERT STORM,T-4
Troller,T-4 TRAIL,T-4
Troller,T-4 TX4,T-4
Troller,T-4 TX4 Connect,T-4
Volvo,440 Turbo,440
Volvo,460 GLT,460
Volvo,850 GLE,850
Volvo,850 GLE SW,850
Volvo,850 GLT,850
Volvo,850 GLT SW,850
Volvo,850 R SW,850
Volvo,850 Sedan,850
Volvo,850 T-5 SW,850
Volvo,850 TURBO,850
Volvo,940 Turbo/ SW Turbo,940
Volvo,960 Sedan,960
Volvo,C30,C30
Volvo,C30 T-5,C30
Volvo,C30 T-5 R-DESIGN,C30
Volvo,C40 Pure  (Elétrico),C40
Volvo,C40 Recharge Plus (Elétrico),C40
Volvo,C40 Twin Ultimate (Elétrico),C40
Volvo,C70 Cabriolet,C70
Volvo,C70 Cupê,C70
Volvo,EC40 Black Edition Ultra AWD P8,EC40
Volvo,EC40 Plus P6 (Elétrico),EC40
Volvo,EC40 Ultra AWD P8 (Elétrico),EC40
Volvo,EX30 E40 Core (Elétrico),EX30
Volvo,EX30 E60 Core (Elétrico),EX30
Volvo,EX30 E60 Cross Country AWD,EX30
Volvo,EX30 E60 Plus (Elétrico),EX30
Volvo,EX30 E60 Ultra (Elétrico),EX30
Volvo,EX40 Black Edition Ultra AWD P8,EX40
Volvo,EX40 Plus P6 (Elétrico),EX40
Volvo,EX40 Ultra P8 AWD (Elétrico),EX40
Volvo,EX90 Twin Ultra AWD (Elétrico),EX90
Volvo,S40,S40
Volvo,S40 T,S40
Volvo,S40 T-4,S40
Volvo,S40 T-4 ARM Aut.,S40
Volvo,S40 T-4 ARM Mec.,S40
Volvo,S40 T-5,S40
Volvo,S60 R,S60
Volvo,S60 T,S60
Volvo,S60 T-4,S60
Volvo,S60 T-4 KINETIC,S60
Volvo,S60 T-4 MOMENTUM,S60
Volvo,S60 T-5,S60
Volvo,S60 T-5 INSCRIPTION,S60
Volvo,S60 T-5 KINETIC,S60
Volvo,S60 T-5 MOMENTUM,S60
Volvo,S60 T-5 R-DESIGN,S60
Volvo,S60 T-6,S60
Volvo,S60 T-6 R-DESIGN,S60
Volvo,S60 T-8 R-DESIGN,S60
Volvo,S60 T8 POLESTAR,S60
Volvo,S70,S70
Volvo,S70 R,S70
Volvo,S70 R Aut.,S70
Volvo,S70 T-5,S70
Volvo,S80,S80
Volvo,S80 T-6 Executive,S80
Volvo,S80 T-6 Executive ARM,S80
Volvo,S80 T6,S80
Volvo,S90 T-8  INSCRIPT,S90
Volvo,V40,V40
Volvo,V40 T-3 KINETIC,V40
Volvo,V40 T-4,V40
Volvo,V40 T-4 ARM Aut.,V40
Volvo,V40 T-4 Cross Country,V40
Volvo,V40 T-4 KINETIC,V40
Volvo,V40 T-4 MOMENTUM,V40
Volvo,V40 T-5 Cross Country,V40
Volvo,V40 T-5 R-DESIGN,V40
Volvo,V50,V50
Volvo,V50 T-5,V50
Volvo,V60 T-4 KINETIC,V60
Volvo,V60 T-4 MOMENTUM,V60
Volvo,V60 T-5 KINETIC,V60
Volvo,V60 T-5 MOMENTUM,V60
Volvo,V60 T-5 R-DESIGN,V60
Volvo,V60 T-6 R-DESIGN,V60
Volvo,V70,V70
Volvo,V70 Cross Country,V70
Volvo,V70 R,V70
Volvo,V70 T,V70
Volvo,V70 T5,V70
Volvo,V70 XC/ XC,V70
Volvo,XC,XC
VW - VolksWagen,AMAROK CD2.0,AMAROK
VW - VolksWagen,AMAROK Comfor.,AMAROK
VW - VolksWagen,AMAROK Comfor. CD,AMAROK
VW - VolksWagen,AMAROK CS2.0,AMAROK
VW - VolksWagen,AMAROK Extreme CD,AMAROK
VW - VolksWagen,AMAROK Hig. Extreme CD,AMAROK
VW - VolksWagen,AMAROK Hig.ULTIMATE CD,AMAROK
VW - VolksWagen,AMAROK High.CD,AMAROK
VW - VolksWagen,AMAROK Highline CD,AMAROK
VW - VolksWagen,AMAROK SE CD,AMAROK
VW - VolksWagen,AMAROK T. Dark Label CD,AMAROK
VW - VolksWagen,AMAROK Trendline CD,AMAROK
VW - VolksWagen,Apolo GL,Apolo
VW - VolksWagen,Apolo GLS/ Vip,Apolo
VW - VolksWagen,Bora,Bora
VW - VolksWagen,Caravelle,Caravelle
VW - VolksWagen,Corrado,Corrado
VW - VolksWagen,Corrado G-60,Corrado
VW - VolksWagen,CROSSFOX,CROSSFOX
VW - VolksWagen,CROSSFOX  I MOTION,CROSSFOX
VW - VolksWagen,CROSSFOX I MOTION,CROSSFOX
VW - VolksWagen,Delivery Express Turbo Diesel (E6),Delivery
VW - VolksWagen,Delivery Express+ Turbo Diesel,Delivery
VW - VolksWagen,EOS Cab.,EOS
VW - VolksWagen,Eurovan,Eurovan
VW - VolksWagen,Fox,Fox
VW - VolksWagen,Fox BLUEMOTION,Fox
VW - VolksWagen,Fox BlueMotion,Fox
VW - VolksWagen,Fox City,Fox
VW - VolksWagen,Fox Comfortline,Fox
VW - VolksWagen,Fox Comfortline I Motion,Fox
VW - VolksWagen,Fox Connect,Fox
VW - VolksWagen,Fox Connect I Motion,Fox
VW - VolksWagen,Fox extreme,Fox
VW - VolksWagen,Fox Highline I MOTION,Fox
VW - VolksWagen,Fox Highline1.6 Flex,Fox
VW - VolksWagen,Fox PEPPER,Fox
VW - VolksWagen,Fox PEPPER I MOTION,Fox
VW - VolksWagen,Fox Plus,Fox
VW - VolksWagen,Fox PRIME/Hghi. IMOTION,Fox
VW - VolksWagen,Fox PRIME/Higli.,Fox
VW - VolksWagen,Fox Rock in Rio,Fox
VW - VolksWagen,Fox Route,Fox
VW - VolksWagen,Fox RUN,Fox
VW - VolksWagen,Fox SELEÇÃO,Fox
VW - VolksWagen,Fox SELEÇÃO IMOTION,Fox
VW - VolksWagen,Fox Sportline/Sports,Fox
VW - VolksWagen,Fox SUNRISE,Fox
VW - VolksWagen,Fox TRACK,Fox
VW - VolksWagen,Fox Trendline,Fox
VW - VolksWagen,Fox Xtreme,Fox
VW - VolksWagen,Fusca,Fusca
VW - VolksWagen,Gol,Gol
VW - VolksWagen,Gol (novo),Gol
VW - VolksWagen,Gol BLACK,Gol
VW - VolksWagen,Gol City,Gol
VW - VolksWagen,Gol City (Trend),Gol
VW - VolksWagen,Gol City (Trend)/Titan,Gol
VW - VolksWagen,Gol CL,Gol
VW - VolksWagen,Gol CLi / CL,Gol
VW - VolksWagen,Gol CLi / CL/ Copa/ Stones,Gol
VW - VolksWagen,Gol Comfort. I MOTION,Gol
VW - VolksWagen,Gol Comfortline,Gol
VW - VolksWagen,Gol COPA,Gol
VW - VolksWagen,Gol ECOMOTION,Gol
VW - VolksWagen,Gol Furgao,Gol
VW - VolksWagen,Gol Furgão,Gol
VW - VolksWagen,Gol GL,Gol
VW - VolksWagen,Gol GLi / GL/ Atlanta,Gol
VW - VolksWagen,Gol GLS,Gol
VW - VolksWagen,Gol GT/GTS,Gol
VW - VolksWagen,Gol GTi,Gol
VW - VolksWagen,Gol I MOTION,Gol
VW - VolksWagen,Gol L,Gol
VW - VolksWagen,Gol Last Edition,Gol
VW - VolksWagen,Gol Plus,Gol
VW - VolksWagen,Gol Rallye,Gol
VW - VolksWagen,Gol Rallye I MOTION,Gol
VW - VolksWagen,Gol Rock in Rio,Gol
VW - VolksWagen,Gol SELEÇÃO,Gol
VW - VolksWagen,Gol Special,Gol
VW - VolksWagen,Gol Special/ Special Xtreme,Gol
VW - VolksWagen,Gol TECH,Gol
VW - VolksWagen,Gol TRACK,Gol
VW - VolksWagen,Gol Trendline,Gol
VW - VolksWagen,Gol Trendline I MOTION,Gol
VW - VolksWagen,Gol Trendline I Motion,Gol
VW - VolksWagen,Gol TSi,Gol
VW - VolksWagen,Golf,Golf
VW - VolksWagen,Golf  BLACK EDITON,Golf
VW - VolksWagen,Golf  TECH,Golf
VW - VolksWagen,Golf Comfort.,Golf
VW - VolksWagen,Golf Comfortline,Golf
VW - VolksWagen,Golf Flash,Golf
VW - VolksWagen,Golf GL,Golf
VW - VolksWagen,Golf GLX,Golf
VW - VolksWagen,Golf GT,Golf
VW - VolksWagen,Golf GTE TSI,Golf
VW - VolksWagen,Golf GTI,Golf
VW - VolksWagen,Golf GTi,Golf
VW - VolksWagen,Golf GTi Cabrio,Golf
VW - VolksWagen,Golf GTI VR6/ Golf,Golf
VW - VolksWagen,Golf Highline,Golf
VW - VolksWagen,Golf SILVER EDIT.,Golf
VW - VolksWagen,Golf Sportline,Golf
VW - VolksWagen,Golf Variant Comf.,Golf
VW - VolksWagen,Golf Variant Comfort.,Golf
VW - VolksWagen,Golf Variant Comfortline,Golf
VW - VolksWagen,Golf Variant High.,Golf
VW - VolksWagen,Golf Variant Highli.,Golf
VW - VolksWagen,Golf Variant Highline,Golf
VW - VolksWagen,Grand Saveiro Xtreme/Street,Grand
VW - VolksWagen,JETTA,JETTA
VW - VolksWagen,JETTA  GLX III,JETTA
VW - VolksWagen,JETTA Comfort.,JETTA
VW - VolksWagen,JETTA Comfortline,JETTA
VW - VolksWagen,JETTA GLI,JETTA
VW - VolksWagen,JETTA Highline,JETTA
VW - VolksWagen,JETTA R-Line,JETTA
VW - VolksWagen,JETTA Trendline,JETTA
VW - VolksWagen,JETTA Variant,JETTA
VW - VolksWagen,Kombi Carat,Kombi
VW - VolksWagen,Kombi Escolar,Kombi
VW - VolksWagen,Kombi Escolar/50 anos,Kombi
VW - VolksWagen,Kombi Furgão,Kombi
VW - VolksWagen,Kombi Furgão Diesel,Kombi
VW - VolksWagen,Kombi LAST EDITION,Kombi
VW - VolksWagen,Kombi Lotação,Kombi
VW - VolksWagen,Kombi Pick-Up,Kombi
VW - VolksWagen,Kombi Pick-Up Diesel,Kombi
VW - VolksWagen,Kombi Standard,Kombi
VW - VolksWagen,Kombi Standard/ Luxo/ Série Prata,Kombi
VW - VolksWagen,Logus,Logus
VW - VolksWagen,Logus GLi / GL,Logus
VW - VolksWagen,Logus GLS,Logus
VW - VolksWagen,Logus GLSi / GLS,Logus
VW - VolksWagen,Logus Wolfsburg Edition,Logus
VW - VolksWagen,New Beetle,New
VW - VolksWagen,Nivus Comfortline,Nivus
VW - VolksWagen,Nivus GTS,Nivus
VW - VolksWagen,Nivus Highline,Nivus
VW - VolksWagen,Nivus Launching Ed.,Nivus
VW - VolksWagen,Nivus Sense,Nivus
VW - VolksWagen,Parati,Parati
VW - VolksWagen,Parati C,Parati
VW - VolksWagen,Parati CL,Parati
VW - VolksWagen,Parati CLi / CL/ Atlanta,Parati
VW - VolksWagen,Parati COMFORTLINE,Parati
VW - VolksWagen,Parati CROSSOVER,Parati
VW - VolksWagen,Parati Evidence,Parati
VW - VolksWagen,Parati GL,Parati
VW - VolksWagen,Parati GLi / GL,Parati
VW - VolksWagen,Parati GLS,Parati
VW - VolksWagen,Parati GLSi,Parati
VW - VolksWagen,Parati GTi,Parati
VW - VolksWagen,Parati Plus/ LS/ S,Parati
VW - VolksWagen,Parati SURF,Parati
VW - VolksWagen,Parati TITAN,Parati
VW - VolksWagen,Parati Utility,Parati
VW - VolksWagen,Passat,Passat
VW - VolksWagen,Passat  L/LS/LSe/GL/GLS/TS/Fla/Vill/Plus,Passat
VW - VolksWagen,Passat CC,Passat
VW - VolksWagen,Passat Comfortline,Passat
VW - VolksWagen,Passat Highline,Passat
VW - VolksWagen,Passat Pointer GTS,Passat
VW - VolksWagen,Passat R-Line TB,Passat
VW - VolksWagen,Passat TB,Passat
VW - VolksWagen,Passat Turbo,Passat
VW - VolksWagen,Passat Variant,Passat
VW - VolksWagen,Passat Variant R-Line TB,Passat
VW - VolksWagen,Passat Variant Turbo,Passat
VW - VolksWagen,Passat Variant VR6,Passat
VW - VolksWagen,Passat VR6,Passat
VW - VolksWagen,Pointer,Pointer
VW - VolksWagen,Pointer GLi,Pointer
VW - VolksWagen,Pointer GTi,Pointer
VW - VolksWagen,Polo,Polo
VW - VolksWagen,Polo BLUEMOTION,Polo
VW - VolksWagen,Polo Classic,Polo
VW - VolksWagen,Polo Classic/ Special,Polo
VW - VolksWagen,Polo Comfort.,Polo
VW - VolksWagen,Polo Comfortline TSI,Polo
VW - VolksWagen,Polo GT,Polo
VW - VolksWagen,Polo GTI,Polo
VW - VolksWagen,Polo GTS,Polo
VW - VolksWagen,Polo Highline,Polo
VW - VolksWagen,Polo Highline TSI,Polo
VW - VolksWagen,Polo I MOTION,Polo
VW - VolksWagen,Polo Next,Polo
VW - VolksWagen,Polo Robust,Polo
VW - VolksWagen,Polo Sed. COMFORT.,Polo
VW - VolksWagen,Polo Sed./Sed. COMF.,Polo
VW - VolksWagen,Polo Sed.COMFORT. I MOTION,Polo
VW - VolksWagen,Polo Sedan,Polo
VW - VolksWagen,Polo Sedan Evidence,Polo
VW - VolksWagen,Polo Sedan I MOTION,Polo
VW - VolksWagen,Polo Sense TSI,Polo
VW - VolksWagen,Polo SPORTLINE,Polo
VW - VolksWagen,Polo Sportline,Polo
VW - VolksWagen,Polo SPORTLINE I MOTION,Polo
VW - VolksWagen,Polo Track,Polo
VW - VolksWagen,Polo Track First Edition,Polo
VW - VolksWagen,Polo Track Rock in Rio,Polo
VW - VolksWagen,Quantum,Quantum
VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG,Quantum
VW - VolksWagen,Quantum Evidence,Quantum
VW - VolksWagen,Quantum Exclusive,Quantum
VW - VolksWagen,Quantum GLi / GL,Quantum
VW - VolksWagen,Quantum GLSi / GLS,Quantum
VW - VolksWagen,Santana,Santana
VW - VolksWagen,Santana CLi /CL /C,Santana
VW - VolksWagen,Santana COMFORTLINE,Santana
VW - VolksWagen,Santana CS/CD/CG,Santana
VW - VolksWagen,Santana Evidenc,Santana
VW - VolksWagen,Santana Exclusiv,Santana
VW - VolksWagen,Santana GLi / GL/ Sport,Santana
VW - VolksWagen,Santana GLSi / GLS,Santana
VW - VolksWagen,Saveiro,Saveiro
VW - VolksWagen,Saveiro City,Saveiro
VW - VolksWagen,Saveiro CL,Saveiro
VW - VolksWagen,Saveiro CL/ Summer,Saveiro
VW - VolksWagen,Saveiro CROSS,Saveiro
VW - VolksWagen,Saveiro CROSSOVER,Saveiro
VW - VolksWagen,Saveiro Diesel (todas),Saveiro
VW - VolksWagen,Saveiro Extreme,Saveiro
VW - VolksWagen,Saveiro FUN,Saveiro
VW - VolksWagen,Saveiro GL,Saveiro
VW - VolksWagen,Saveiro Highline,Saveiro
VW - VolksWagen,Saveiro Pepper,Saveiro
VW - VolksWagen,Saveiro Robust,Saveiro
VW - VolksWagen,Saveiro Rock in Rio,Saveiro
VW - VolksWagen,Saveiro SPORTLINE,Saveiro
VW - VolksWagen,Saveiro Startline,Saveiro
VW - VolksWagen,Saveiro Super Surf,Saveiro
VW - VolksWagen,Saveiro SURF,Saveiro
VW - VolksWagen,Saveiro TITAN,Saveiro
VW - VolksWagen,Saveiro Trendline,Saveiro
VW - VolksWagen,Saveiro TROOPER,Saveiro
VW - VolksWagen,Saveiro TSi,Saveiro
VW - VolksWagen,SpaceCross,SpaceCross
VW - VolksWagen,SpaceCross I MOTION,SpaceCross
VW - VolksWagen,SPACEFOX,SPACEFOX
VW - VolksWagen,SPACEFOX  SPORTLINE/HIGHLINE,SPACEFOX
VW - VolksWagen,SPACEFOX  TREND I MOTION,SPACEFOX
VW - VolksWagen,SPACEFOX COMF. I MOTION,SPACEFOX
VW - VolksWagen,SPACEFOX COMFORTLINE,SPACEFOX
VW - VolksWagen,SPACEFOX HIGHLINE,SPACEFOX
VW - VolksWagen,SPACEFOX HIGHLINE I MOT.,SPACEFOX
VW - VolksWagen,SPACEFOX Route,SPACEFOX
VW - VolksWagen,SPACEFOX SPORTLINE/HIGHLINE I MOTION,SPACEFOX
VW - VolksWagen,T-Cross,T-Cross
VW - VolksWagen,T-Cross Comfor.,T-Cross
VW - VolksWagen,T-Cross Ext.,T-Cross
VW - VolksWagen,T-Cross Hig.,T-Cross
VW - VolksWagen,T-Cross Sense,T-Cross
VW - VolksWagen,TAOS Comfortline,TAOS
VW - VolksWagen,TAOS Highline,TAOS
VW - VolksWagen,TAOS Launching Ed.,TAOS
VW - VolksWagen,Tera,Tera
VW - VolksWagen,Tera Comfort,Tera
VW - VolksWagen,Tera High,Tera
VW - VolksWagen,TIGUAN,TIGUAN
VW - VolksWagen,TIGUAN Allspac,TIGUAN
VW - VolksWagen,TIGUAN Allspac Comf,TIGUAN
VW - VolksWagen,TIGUAN Allspac R-Line,TIGUAN
VW - VolksWagen,TOUAREG,TOUAREG
VW - VolksWagen,TOUAREG R-Line,TOUAREG
VW - VolksWagen,up!,up!
VW - VolksWagen,up! black/white/red,up!
VW - VolksWagen,up! black/white/red I MOTION,up!
