brand,model_original,model_clean
VW - VolksWagen,SPACEFOX,SPACEFOX
VW - VolksWagen,SPACEFOX COMF. I MOTION,SPACEFOX COMF. I MOTION
VW - VolksWagen,SPACEFOX COMFORTLINE,SPACEFOX COMFORTLINE
VW - VolksWagen,SPACEFOX HIGHLINE,SPACEFOX HIGHLINE
VW - VolksWagen,SPACEFOX HIGHLINE I MOT.,SPACEFOX HIGHLINE I MOT.
VW - VolksWagen,SPACEFOX Route,SPACEFOX Route
VW - VolksWagen,SPACEFOX  SPORTLINE/HIGHLINE,SPACEFOX SPORTLINE HIGHLINE
VW - VolksWagen,SPACEFOX SPORTLINE/HIGHLINE I MOTION,SPACEFOX SPORTLINE HIGHLINE I MOTION
VW - VolksWagen,SPACEFOX  TREND I MOTION,SPACEFOX TREND I MOTION
VW - VolksWagen,T-Cross,T Cross
VW - VolksWagen,T-Cross Comfor.,T Cross Comfor.
VW - VolksWagen,T-Cross Ext.,T Cross Ext.
VW - VolksWagen,T-Cross Hig.,T Cross Hig.
VW - VolksWagen,T-Cross Sense,T Cross Sense
VW - VolksWagen,TAOS Comfortline,TAOS Comfortline
VW - VolksWagen,TAOS Highline,TAOS Highline
VW - VolksWagen,TAOS Launching Ed.,TAOS Launching Ed.
VW - VolksWagen,Tera,Tera
VW - VolksWagen,Tera Comfort,Tera Comfort
VW - VolksWagen,Tera High,Tera High
VW - VolksWagen,TIGUAN,TIGUAN
VW - VolksWagen,TIGUAN Allspac,TIGUAN Allspac
VW - VolksWagen,TIGUAN Allspac Comf,TIGUAN Allspac Comf
VW - VolksWagen,TIGUAN Allspac R-Line,TIGUAN Allspac R Line
VW - VolksWagen,TOUAREG,TOUAREG
VW - VolksWagen,TOUAREG R-Line,TOUAREG R Line
VW - VolksWagen,up!,up!
VW - VolksWagen,up! black/white/red,up! black white red
VW - VolksWagen,up! black/white/red I MOTION,up! black white red I MOTION
VW - VolksWagen,up! Connect,up! Connect
VW - VolksWagen,up! cross,up! cross
VW - VolksWagen,up! cross I MOTION,up! cross I MOTION
VW - VolksWagen,up! high,up! high
VW - VolksWagen,up! high I MOTION,up! high I MOTION
VW - VolksWagen,up! move,up! move
VW - VolksWagen,up! move I MOTION,up! move I MOTION
VW - VolksWagen,up! Pepper,up! Pepper
VW - VolksWagen,up! Run,up! Run
VW - VolksWagen,up! Run I MOTION,up! Run I MOTION
VW - VolksWagen,up! SPEED,up! SPEED
VW - VolksWagen,up! take,up! take
VW - VolksWagen,up! track,up! track
VW - VolksWagen,up! Xtreme,up! Xtreme
VW - VolksWagen,Van,Van
VW - VolksWagen,VIRTUS,VIRTUS
VW - VolksWagen,VIRTUS TSI,VIRTUS
VW - VolksWagen,VIRTUS Comfort.,VIRTUS Comfort.
VW - VolksWagen,VIRTUS Exclusive,VIRTUS Exclusive
VW - VolksWagen,VIRTUS GTS,VIRTUS GTS
VW - VolksWagen,VIRTUS Highline,VIRTUS Highline
VW - VolksWagen,VIRTUS Sense,VIRTUS Sense
VW - VolksWagen,VOYAGE,VOYAGE
VW - VolksWagen,VOYAGE C/CL/Fox,VOYAGE C CL Fox
VW - VolksWagen,VOYAGE CL,VOYAGE CL
VW - VolksWagen,VOYAGE COMF/Highli.,VOYAGE COMF Highli.
VW - VolksWagen,VOYAGE Comfortline,VOYAGE Comfortline
VW - VolksWagen,VOYAGE Evidence,VOYAGE Evidence
VW - VolksWagen,VOYAGE GL,VOYAGE GL
VW - VolksWagen,VOYAGE GL/ Special,VOYAGE GL Special
VW - VolksWagen,VOYAGE I MOTION,VOYAGE I MOTION
VW - VolksWagen,VOYAGE I MOTION COMF/Hghli.1.6 T.Flex,VOYAGE I MOTION COMF Hghli. T.Flex
VW - VolksWagen,VOYAGE I MOTION Evidence,VOYAGE I MOTION Evidence
VW - VolksWagen,VOYAGE I MOTION TREND,VOYAGE I MOTION TREND
VW - VolksWagen,VOYAGE I MOTION  Trendline,VOYAGE I MOTION Trendline
VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,VOYAGE L LS Plus GLS S Sport Super L.Ang
VW - VolksWagen,VOYAGE SELEÇÃO,VOYAGE SELEÇÃO
VW - VolksWagen,VOYAGE TREND,VOYAGE TREND
VW - VolksWagen,VOYAGE  Trendline,VOYAGE Trendline
VW - VolksWagen,VOYAGE Trendline,VOYAGE Trendline
